transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud
TXN_005547,USER_0212,MERCH_060,222.93,2025-01-02 10:50:14,Houston,debit_card,DEV_0116,0
TXN_000035,USER_0371,MERCH_074,292.34,2025-01-24 14:13:28,San Diego,net_banking,DEV_0098,0
TXN_008362,USER_0490,MERCH_004,158.97,2025-02-17 15:45:20,Phoenix,credit_card,DEV_0321,0
TXN_001513,USER_0324,MERCH_075,457.23,2025-02-04 22:38:57,New York,credit_card,DEV_0102,0
TXN_009317,USER_0413,MERCH_072,303.16,2025-03-12 21:19:10,Dallas,UPI,DEV_0115,0
TXN_000039,USER_0275,MERCH_058,78.69,2025-01-18 19:33:29,Phoenix,net_banking,DEV_0128,0
TXN_004819,USER_0264,MERCH_089,262.29,2025-02-25 07:54:26,Houston,net_banking,DEV_0330,0
TXN_003465,USER_0003,MERCH_082,384.51,2025-02-22 12:39:13,Dallas,net_banking,DEV_0262,0
TXN_001760,USER_0357,MERCH_002,440.79,2025-03-18 18:20:26,Dallas,net_banking,DEV_0258,0
TXN_002304,USER_0381,MERCH_089,72.99,2025-02-28 23:27:35,Phoenix,net_banking,DEV_0132,0
TXN_003723,USER_0456,MERCH_027,442.19,2025-02-18 16:48:59,Austin,net_banking,DEV_0345,0
TXN_008284,USER_0007,MERCH_063,441.76,2025-02-26 04:19:40,San Diego,credit_card,DEV_0309,0
TXN_004993,USER_0316,MERCH_068,440.98,2025-03-23 12:08:38,Houston,credit_card,DEV_0211,0
TXN_008127,USER_0055,MERCH_066,366.29,2025-03-10 20:28:08,Houston,net_banking,DEV_0298,0
TXN_003032,USER_0216,MERCH_099,316.0,2025-03-20 10:56:22,San Antonio,UPI,DEV_0283,0
TXN_007938,USER_0245,MERCH_027,308.77,2025-01-29 20:14:24,Austin,credit_card,DEV_0071,0
TXN_003039,USER_0492,MERCH_008,209.83,2025-03-09 22:22:01,New York,wallet,DEV_0243,0
TXN_009655,USER_0185,MERCH_013,422.85,2025-02-18 16:43:10,Phoenix,net_banking,DEV_0261,0
TXN_002545,USER_0078,MERCH_053,165.08,2025-01-24 20:31:08,Chicago,net_banking,DEV_0162,0
TXN_002592,USER_0239,MERCH_060,168.94,2025-03-19 07:24:02,San Antonio,net_banking,DEV_0238,0
TXN_001188,USER_0291,MERCH_017,450.16,2025-01-30 18:11:06,Chicago,UPI,DEV_0117,0
TXN_007966,USER_0345,MERCH_035,194.94,2025-02-18 21:25:39,New York,net_banking,DEV_0280,0
TXN_006077,USER_0071,MERCH_099,362.39,2025-02-08 17:46:41,San Antonio,credit_card,DEV_0394,0
TXN_000107,USER_0059,MERCH_073,474.4,2025-02-15 03:36:27,Phoenix,UPI,DEV_0086,0
TXN_001315,USER_0352,MERCH_053,398.39,2025-02-01 00:15:14,San Diego,net_banking,DEV_0377,0
TXN_008187,USER_0192,MERCH_090,252.73,2025-03-19 13:15:40,Los Angeles,credit_card,DEV_0126,0
TXN_002753,USER_0199,MERCH_057,307.21,2025-02-06 05:03:44,Chicago,credit_card,DEV_0308,0
TXN_009753,USER_0250,MERCH_037,4780.9,2025-01-22 21:55:06,Houston,net_banking,DEV_0173,1
TXN_006231,USER_0103,MERCH_024,486.14,2025-01-04 06:28:00,San Diego,UPI,DEV_0224,0
TXN_002876,USER_0275,MERCH_055,153.79,2025-03-25 08:48:56,Los Angeles,credit_card,DEV_0154,0
TXN_005323,USER_0442,MERCH_034,134.37,2025-03-28 00:01:11,Dallas,UPI,DEV_0148,0
TXN_000799,USER_0144,MERCH_028,83.62,2025-01-16 06:40:09,Philadelphia,wallet,DEV_0368,0
TXN_003570,USER_0130,MERCH_020,179.59,2025-03-07 02:02:08,Austin,debit_card,DEV_0368,0
TXN_002894,USER_0423,MERCH_068,153.43,2025-01-14 05:23:36,San Antonio,wallet,DEV_0211,0
TXN_002927,USER_0368,MERCH_018,118.16,2025-01-21 19:53:59,Houston,UPI,DEV_0050,0
TXN_008178,USER_0200,MERCH_035,405.15,2025-02-02 06:01:27,Los Angeles,debit_card,DEV_0321,0
TXN_000971,USER_0294,MERCH_020,218.97,2025-01-31 07:54:16,Austin,UPI,DEV_0230,0
TXN_006687,USER_0215,MERCH_027,357.31,2025-03-08 14:36:39,Austin,debit_card,DEV_0043,0
TXN_008575,USER_0065,MERCH_037,414.79,2025-03-20 00:13:47,Dallas,wallet,DEV_0061,0
TXN_002020,USER_0153,MERCH_013,67.78,2025-01-23 09:16:30,New York,wallet,DEV_0277,0
TXN_009054,USER_0337,MERCH_100,184.53,2025-01-18 20:47:02,Chicago,credit_card,DEV_0049,0
TXN_000952,USER_0344,MERCH_053,217.53,2025-02-03 19:36:58,Houston,UPI,DEV_0177,0
TXN_005359,USER_0494,MERCH_081,455.19,2025-03-30 18:54:21,Philadelphia,credit_card,DEV_0040,0
TXN_003857,USER_0089,MERCH_023,257.77,2025-03-16 03:09:25,Phoenix,wallet,DEV_0261,0
TXN_005861,USER_0401,MERCH_004,294.2,2025-03-26 03:26:08,Los Angeles,UPI,DEV_0336,0
TXN_003145,USER_0036,MERCH_027,12.73,2025-02-03 00:05:37,San Diego,credit_card,DEV_0268,0
TXN_003305,USER_0297,MERCH_034,170.55,2025-02-28 04:55:18,New York,net_banking,DEV_0249,0
TXN_003006,USER_0146,MERCH_077,68.65,2025-03-12 08:51:15,San Antonio,credit_card,DEV_0318,0
TXN_009001,USER_0027,MERCH_048,483.91,2025-03-18 17:05:31,Dallas,net_banking,DEV_0291,0
TXN_007770,USER_0066,MERCH_035,471.45,2025-03-08 07:09:11,Phoenix,net_banking,DEV_0365,0
TXN_007438,USER_0252,MERCH_034,134.28,2025-02-12 06:11:12,Los Angeles,wallet,DEV_0109,0
TXN_007942,USER_0157,MERCH_095,484.68,2025-03-09 06:46:08,Austin,UPI,DEV_0191,0
TXN_009238,USER_0251,MERCH_042,47.69,2025-03-04 14:24:26,New York,wallet,DEV_0015,0
TXN_001056,USER_0333,MERCH_010,398.29,2025-02-21 17:23:13,San Diego,net_banking,DEV_0303,0
TXN_003154,USER_0157,MERCH_080,55.38,2025-02-06 14:50:16,New York,credit_card,DEV_0267,0
TXN_003787,USER_0271,MERCH_082,33.11,2025-01-30 22:53:21,Austin,credit_card,DEV_0133,0
TXN_009189,USER_0184,MERCH_034,434.02,2025-01-21 12:04:40,Houston,wallet,DEV_0086,0
TXN_007825,USER_0257,MERCH_039,198.6,2025-02-16 00:36:15,San Diego,debit_card,DEV_0157,0
TXN_007539,USER_0173,MERCH_100,253.06,2025-02-11 04:41:42,New York,UPI,DEV_0089,0
TXN_007231,USER_0233,MERCH_009,341.94,2025-02-11 04:47:29,Austin,wallet,DEV_0052,0
TXN_000764,USER_0435,MERCH_010,185.27,2025-02-18 19:41:42,Los Angeles,UPI,DEV_0352,0
TXN_005019,USER_0296,MERCH_045,89.91,2025-03-15 16:52:25,Dallas,wallet,DEV_0319,0
TXN_004903,USER_0051,MERCH_076,279.47,2025-02-08 13:14:26,Austin,credit_card,DEV_0165,0
TXN_008093,USER_0001,MERCH_099,49.78,2025-01-18 23:56:27,San Antonio,UPI,DEV_0176,0
TXN_006843,USER_0227,MERCH_030,392.06,2025-01-17 13:36:05,Chicago,credit_card,DEV_0315,0
TXN_002165,USER_0367,MERCH_061,14.81,2025-02-10 10:03:22,Chicago,debit_card,DEV_0241,0
TXN_001862,USER_0181,MERCH_070,218.67,2025-03-16 06:46:05,Philadelphia,credit_card,DEV_0091,0
TXN_007850,USER_0478,MERCH_090,499.13,2025-03-24 12:32:31,San Diego,debit_card,DEV_0233,0
TXN_009123,USER_0389,MERCH_084,328.11,2025-02-05 14:34:24,Phoenix,UPI,DEV_0043,0
TXN_002340,USER_0427,MERCH_048,21.6,2025-02-11 12:08:36,San Antonio,UPI,DEV_0286,0
TXN_005527,USER_0420,MERCH_076,272.21,2025-02-27 20:42:39,San Diego,credit_card,DEV_0053,0
TXN_006743,USER_0121,MERCH_087,170.99,2025-03-08 22:33:26,Houston,debit_card,DEV_0388,0
TXN_004003,USER_0497,MERCH_016,201.44,2025-01-04 16:39:58,San Antonio,wallet,DEV_0343,0
TXN_001123,USER_0496,MERCH_050,333.76,2025-01-30 00:25:06,San Antonio,credit_card,DEV_0323,0
TXN_008709,USER_0437,MERCH_073,239.97,2025-03-24 02:51:53,Los Angeles,debit_card,DEV_0196,0
TXN_004049,USER_0374,MERCH_027,98.33,2025-03-10 13:29:14,Chicago,debit_card,DEV_0330,0
TXN_007640,USER_0333,MERCH_012,467.24,2025-02-09 03:47:48,Los Angeles,net_banking,DEV_0015,0
TXN_000765,USER_0155,MERCH_078,52.39,2025-03-16 07:13:05,San Diego,net_banking,DEV_0203,0
TXN_002344,USER_0144,MERCH_078,297.2,2025-01-06 18:13:05,Los Angeles,credit_card,DEV_0328,0
TXN_004071,USER_0233,MERCH_022,280.95,2025-01-30 11:43:28,Philadelphia,debit_card,DEV_0302,0
TXN_007216,USER_0314,MERCH_029,15.6,2025-03-02 14:18:05,Philadelphia,debit_card,DEV_0307,0
TXN_004216,USER_0481,MERCH_020,478.84,2025-02-14 12:27:02,Philadelphia,debit_card,DEV_0005,0
TXN_007952,USER_0220,MERCH_066,158.57,2025-01-04 21:27:01,San Diego,debit_card,DEV_0200,0
TXN_005970,USER_0487,MERCH_054,289.97,2025-02-07 10:36:42,Dallas,credit_card,DEV_0335,0
TXN_003350,USER_0329,MERCH_088,328.95,2025-03-30 09:15:55,Philadelphia,debit_card,DEV_0330,0
TXN_004695,USER_0252,MERCH_085,281.33,2025-03-19 19:30:27,San Diego,net_banking,DEV_0176,0
TXN_003399,USER_0433,MERCH_074,79.35,2025-03-23 23:58:37,Philadelphia,net_banking,DEV_0001,0
TXN_004081,USER_0464,MERCH_084,404.63,2025-02-03 09:42:01,New York,credit_card,DEV_0317,0
TXN_009149,USER_0448,MERCH_074,170.59,2025-01-16 07:42:26,San Diego,net_banking,DEV_0380,0
TXN_001224,USER_0358,MERCH_089,187.64,2025-02-21 21:17:22,Austin,UPI,DEV_0074,0
TXN_006292,USER_0484,MERCH_084,497.2,2025-01-07 02:17:49,Dallas,wallet,DEV_0315,0
TXN_003122,USER_0313,MERCH_042,380.43,2025-03-17 01:13:41,Phoenix,UPI,DEV_0115,0
TXN_000510,USER_0341,MERCH_090,185.53,2025-01-07 03:34:16,Dallas,net_banking,DEV_0112,0
TXN_005794,USER_0327,MERCH_037,205.87,2025-03-04 14:46:50,San Diego,debit_card,DEV_0271,0
TXN_008181,USER_0138,MERCH_017,298.16,2025-03-08 17:20:04,San Antonio,credit_card,DEV_0108,0
TXN_009417,USER_0265,MERCH_084,400.21,2025-02-18 08:18:35,Chicago,UPI,DEV_0131,0
TXN_000096,USER_0464,MERCH_099,296.2,2025-03-09 12:41:09,New York,wallet,DEV_0195,0
TXN_006681,USER_0467,MERCH_090,234.63,2025-01-19 02:28:47,Los Angeles,UPI,DEV_0245,0
TXN_001512,USER_0184,MERCH_004,281.8,2025-01-14 19:49:14,Phoenix,net_banking,DEV_0100,0
TXN_008791,USER_0075,MERCH_001,224.97,2025-02-01 06:05:57,New York,wallet,DEV_0332,0
TXN_000119,USER_0254,MERCH_042,99.1,2025-01-21 14:16:30,Philadelphia,UPI,DEV_0175,0
TXN_007791,USER_0488,MERCH_096,18.95,2025-01-09 07:21:00,Philadelphia,UPI,DEV_0145,0
TXN_006517,USER_0389,MERCH_009,147.96,2025-02-28 21:26:21,Austin,net_banking,DEV_0006,0
TXN_000033,USER_0363,MERCH_081,38.85,2025-01-07 13:03:14,New York,UPI,DEV_0037,0
TXN_007887,USER_0186,MERCH_059,224.03,2025-02-21 09:45:50,San Antonio,net_banking,DEV_0247,0
TXN_006830,USER_0006,MERCH_018,246.49,2025-02-21 18:04:12,Chicago,credit_card,DEV_0131,0
TXN_005421,USER_0098,MERCH_088,115.73,2025-02-11 00:23:56,New York,wallet,DEV_0022,0
TXN_001068,USER_0207,MERCH_017,427.73,2025-01-07 01:25:37,Philadelphia,wallet,DEV_0028,0
TXN_001347,USER_0476,MERCH_014,420.12,2025-01-15 22:19:22,New York,credit_card,DEV_0236,0
TXN_004747,USER_0034,MERCH_061,436.19,2025-03-11 20:21:48,Philadelphia,credit_card,DEV_0171,0
TXN_006005,USER_0471,MERCH_054,153.39,2025-03-16 20:56:29,Philadelphia,wallet,DEV_0056,0
TXN_006039,USER_0329,MERCH_040,309.06,2025-01-15 07:56:24,Austin,debit_card,DEV_0363,0
TXN_003817,USER_0008,MERCH_043,377.8,2025-02-21 08:56:27,Phoenix,UPI,DEV_0169,0
TXN_008446,USER_0383,MERCH_009,72.46,2025-03-05 23:47:27,New York,debit_card,DEV_0390,0
TXN_005269,USER_0350,MERCH_007,70.46,2025-01-07 17:08:03,Philadelphia,wallet,DEV_0294,0
TXN_006897,USER_0063,MERCH_053,143.82,2025-02-17 16:23:26,Austin,debit_card,DEV_0129,0
TXN_005309,USER_0442,MERCH_057,442.74,2025-03-28 10:42:50,San Diego,net_banking,DEV_0306,0
TXN_000031,USER_0461,MERCH_067,231.23,2025-01-25 01:39:43,Houston,credit_card,DEV_0174,0
TXN_005674,USER_0300,MERCH_027,133.9,2025-03-01 09:08:04,New York,net_banking,DEV_0224,0
TXN_004386,USER_0451,MERCH_019,214.42,2025-02-07 07:13:48,San Antonio,debit_card,DEV_0004,0
TXN_000029,USER_0136,MERCH_068,437.49,2025-02-11 01:58:58,Houston,wallet,DEV_0387,0
TXN_004202,USER_0328,MERCH_009,232.59,2025-02-09 00:59:12,Chicago,wallet,DEV_0085,0
TXN_007507,USER_0078,MERCH_028,177.88,2025-02-18 22:03:25,Phoenix,UPI,DEV_0242,0
TXN_000735,USER_0350,MERCH_033,81.75,2025-01-07 00:32:49,Phoenix,debit_card,DEV_0386,0
TXN_002067,USER_0336,MERCH_005,100.29,2025-02-19 04:44:28,San Diego,wallet,DEV_0163,0
TXN_000106,USER_0430,MERCH_003,314.45,2025-01-24 03:51:00,Chicago,net_banking,DEV_0343,0
TXN_009644,USER_0374,MERCH_093,488.96,2025-03-02 06:30:19,San Diego,net_banking,DEV_0196,0
TXN_008894,USER_0083,MERCH_090,230.3,2025-02-05 02:47:14,San Diego,net_banking,DEV_0104,0
TXN_008020,USER_0436,MERCH_034,48.97,2025-02-09 22:16:55,New York,debit_card,DEV_0261,0
TXN_002232,USER_0454,MERCH_078,97.3,2025-01-23 19:57:24,Philadelphia,UPI,DEV_0175,0
TXN_000993,USER_0399,MERCH_075,469.54,2025-03-09 14:03:48,Dallas,debit_card,DEV_0202,0
TXN_009412,USER_0051,MERCH_099,301.94,2025-01-13 09:22:19,New York,UPI,DEV_0026,0
TXN_007058,USER_0437,MERCH_096,409.05,2025-03-13 21:08:57,Philadelphia,net_banking,DEV_0246,0
TXN_006789,USER_0367,MERCH_087,336.85,2025-01-30 16:07:39,Austin,net_banking,DEV_0069,0
TXN_000360,USER_0294,MERCH_087,276.16,2025-03-28 23:16:23,San Antonio,UPI,DEV_0396,0
TXN_000304,USER_0197,MERCH_073,25.87,2025-01-15 21:32:12,San Diego,UPI,DEV_0191,0
TXN_002627,USER_0475,MERCH_009,78.56,2025-01-10 22:16:02,Dallas,debit_card,DEV_0366,0
TXN_008965,USER_0099,MERCH_076,380.79,2025-02-27 20:20:42,New York,credit_card,DEV_0189,0
TXN_004513,USER_0358,MERCH_068,404.15,2025-02-18 17:51:27,New York,credit_card,DEV_0052,0
TXN_005910,USER_0228,MERCH_002,237.91,2025-01-11 01:01:56,Chicago,wallet,DEV_0146,0
TXN_008313,USER_0486,MERCH_052,405.15,2025-01-18 22:06:36,Dallas,wallet,DEV_0088,0
TXN_003100,USER_0336,MERCH_057,54.92,2025-03-31 16:15:32,Chicago,debit_card,DEV_0279,0
TXN_005703,USER_0406,MERCH_003,51.52,2025-02-28 15:15:34,Los Angeles,wallet,DEV_0285,0
TXN_003898,USER_0140,MERCH_040,373.53,2025-02-13 07:26:10,San Diego,debit_card,DEV_0193,0
TXN_005440,USER_0180,MERCH_086,307.73,2025-02-05 11:32:37,San Antonio,debit_card,DEV_0156,0
TXN_007930,USER_0053,MERCH_017,20.81,2025-03-11 05:50:28,New York,net_banking,DEV_0133,0
TXN_000621,USER_0177,MERCH_070,212.85,2025-03-15 10:40:20,Austin,debit_card,DEV_0284,0
TXN_007235,USER_0198,MERCH_042,406.52,2025-03-09 09:41:38,Chicago,wallet,DEV_0035,0
TXN_002498,USER_0097,MERCH_046,482.45,2025-01-06 02:10:58,San Antonio,wallet,DEV_0269,0
TXN_000713,USER_0019,MERCH_072,279.06,2025-03-22 04:30:24,Los Angeles,wallet,DEV_0317,0
TXN_008403,USER_0143,MERCH_016,125.42,2025-02-07 17:37:36,San Antonio,net_banking,DEV_0139,0
TXN_002855,USER_0169,MERCH_083,130.34,2025-02-16 14:09:55,New York,credit_card,DEV_0067,0
TXN_004269,USER_0041,MERCH_035,182.32,2025-01-19 16:45:25,Phoenix,credit_card,DEV_0310,0
TXN_002908,USER_0146,MERCH_036,96.76,2025-03-16 16:01:28,New York,net_banking,DEV_0391,0
TXN_008080,USER_0014,MERCH_057,169.33,2025-02-28 12:08:27,Houston,credit_card,DEV_0159,0
TXN_004516,USER_0247,MERCH_069,212.15,2025-03-03 07:03:09,Los Angeles,credit_card,DEV_0249,0
TXN_001261,USER_0415,MERCH_070,277.84,2025-03-16 04:10:02,New York,net_banking,DEV_0061,0
TXN_003160,USER_0317,MERCH_012,260.35,2025-03-17 07:05:16,San Diego,net_banking,DEV_0337,0
TXN_000970,USER_0196,MERCH_067,480.7,2025-03-01 11:06:29,Houston,net_banking,DEV_0124,0
TXN_003912,USER_0458,MERCH_026,202.59,2025-03-12 21:52:02,Chicago,debit_card,DEV_0167,0
TXN_005198,USER_0010,MERCH_047,169.81,2025-03-12 10:02:04,Austin,UPI,DEV_0333,0
TXN_008846,USER_0454,MERCH_052,205.31,2025-02-24 14:44:09,New York,net_banking,DEV_0203,0
TXN_000259,USER_0049,MERCH_072,342.41,2025-01-28 14:06:37,Phoenix,wallet,DEV_0077,0
TXN_003790,USER_0381,MERCH_094,154.94,2025-03-22 21:39:08,San Diego,credit_card,DEV_0183,0
TXN_009202,USER_0311,MERCH_097,458.06,2025-02-06 09:30:35,Houston,credit_card,DEV_0090,0
TXN_000487,USER_0345,MERCH_018,163.46,2025-01-24 03:54:53,Phoenix,credit_card,DEV_0094,0
TXN_007907,USER_0315,MERCH_035,18.99,2025-02-12 15:23:40,Dallas,net_banking,DEV_0105,0
TXN_000518,USER_0047,MERCH_091,56.64,2025-01-21 17:18:26,San Diego,credit_card,DEV_0068,0
TXN_008342,USER_0054,MERCH_021,28.2,2025-02-24 13:11:05,Houston,net_banking,DEV_0066,0
TXN_000311,USER_0149,MERCH_039,427.17,2025-03-11 02:38:07,Chicago,UPI,DEV_0261,0
TXN_003231,USER_0130,MERCH_064,24.55,2025-01-12 16:46:36,Dallas,credit_card,DEV_0171,0
TXN_007932,USER_0220,MERCH_075,305.82,2025-03-23 08:21:07,Houston,debit_card,DEV_0396,0
TXN_007457,USER_0433,MERCH_073,166.87,2025-02-02 21:48:17,San Diego,UPI,DEV_0245,0
TXN_009783,USER_0070,MERCH_007,1941.88,2025-01-23 18:35:20,Dallas,debit_card,DEV_0259,1
TXN_005183,USER_0437,MERCH_039,315.78,2025-01-07 02:43:21,Los Angeles,wallet,DEV_0354,0
TXN_008076,USER_0086,MERCH_091,436.79,2025-02-18 08:16:58,Phoenix,net_banking,DEV_0397,0
TXN_006501,USER_0016,MERCH_033,41.79,2025-01-24 01:04:04,San Diego,debit_card,DEV_0073,0
TXN_006790,USER_0286,MERCH_034,22.53,2025-03-20 04:23:37,San Antonio,wallet,DEV_0169,0
TXN_007772,USER_0048,MERCH_092,431.01,2025-03-30 21:08:58,Phoenix,wallet,DEV_0295,0
TXN_002737,USER_0102,MERCH_035,34.99,2025-02-11 12:37:48,San Diego,wallet,DEV_0056,0
TXN_007841,USER_0036,MERCH_018,301.62,2025-03-20 02:33:35,Phoenix,debit_card,DEV_0353,0
TXN_006261,USER_0429,MERCH_058,317.52,2025-02-17 21:08:47,Phoenix,UPI,DEV_0295,0
TXN_008205,USER_0063,MERCH_021,482.62,2025-02-04 15:24:57,Austin,net_banking,DEV_0159,0
TXN_001247,USER_0234,MERCH_077,370.73,2025-03-08 16:56:04,San Diego,debit_card,DEV_0284,0
TXN_009335,USER_0294,MERCH_027,234.42,2025-03-23 01:29:25,San Diego,net_banking,DEV_0002,0
TXN_004194,USER_0358,MERCH_019,393.58,2025-03-09 08:31:34,Los Angeles,net_banking,DEV_0372,0
TXN_008000,USER_0284,MERCH_007,284.18,2025-01-31 07:22:36,Houston,net_banking,DEV_0334,0
TXN_007377,USER_0030,MERCH_051,99.28,2025-01-09 07:56:38,Philadelphia,net_banking,DEV_0166,0
TXN_003434,USER_0308,MERCH_088,19.36,2025-02-01 21:32:22,Phoenix,net_banking,DEV_0350,0
TXN_005381,USER_0252,MERCH_043,216.34,2025-03-18 12:04:43,New York,credit_card,DEV_0325,0
TXN_000958,USER_0170,MERCH_027,372.61,2025-01-21 13:42:18,Houston,wallet,DEV_0268,0
TXN_000416,USER_0357,MERCH_078,354.85,2025-02-08 12:13:10,Houston,wallet,DEV_0165,0
TXN_005741,USER_0446,MERCH_062,461.48,2025-02-23 05:04:27,Los Angeles,wallet,DEV_0073,0
TXN_006727,USER_0389,MERCH_008,343.04,2025-03-02 05:03:21,Philadelphia,debit_card,DEV_0005,0
TXN_004381,USER_0329,MERCH_048,206.4,2025-02-15 09:26:38,Austin,wallet,DEV_0275,0
TXN_005196,USER_0330,MERCH_044,334.85,2025-02-16 04:51:16,Phoenix,net_banking,DEV_0228,0
TXN_001112,USER_0252,MERCH_026,309.05,2025-01-18 07:48:01,San Diego,credit_card,DEV_0074,0
TXN_002688,USER_0279,MERCH_012,50.65,2025-03-12 07:41:29,Los Angeles,net_banking,DEV_0195,0
TXN_006472,USER_0016,MERCH_040,388.65,2025-03-02 02:33:35,Houston,wallet,DEV_0385,0
TXN_008819,USER_0112,MERCH_075,301.81,2025-02-03 15:15:17,New York,net_banking,DEV_0201,0
TXN_007807,USER_0072,MERCH_036,250.58,2025-02-10 18:50:45,Phoenix,wallet,DEV_0034,0
TXN_003410,USER_0045,MERCH_041,101.11,2025-01-08 20:26:33,New York,UPI,DEV_0117,0
TXN_000080,USER_0221,MERCH_075,307.26,2025-02-01 06:53:42,San Diego,net_banking,DEV_0227,0
TXN_004613,USER_0490,MERCH_054,431.96,2025-01-26 07:25:17,New York,wallet,DEV_0228,0
TXN_001373,USER_0065,MERCH_018,16.8,2025-01-11 20:46:30,New York,debit_card,DEV_0014,0
TXN_001509,USER_0472,MERCH_001,323.0,2025-03-09 07:19:15,Houston,net_banking,DEV_0320,0
TXN_006442,USER_0437,MERCH_010,35.22,2025-02-26 03:02:49,Philadelphia,credit_card,DEV_0201,0
TXN_003070,USER_0195,MERCH_015,117.25,2025-02-10 23:05:50,Houston,wallet,DEV_0343,0
TXN_003015,USER_0011,MERCH_100,398.1,2025-01-24 01:45:41,San Diego,net_banking,DEV_0220,0
